;Brent;M2;USD_RUR;Construction_real_index;Construction_nominal_value;IPC;ICP_prom;Index_prom_O2;Index_dobycha_O2;Index_obrab_O2;Index_energy_O2;Index_water_O2;Index_prom_O1;Index_dobycha_O1;Index_obrab_O1;Index_energy_water_O1;Index_roznica;Roznica_current;Pay_service_to_prev_y;Pay_service_to_prev_period;Opt_current;Budget_in;Tax_pi;Tax_ndfl;Tax_nds;Tax_ndpi;Insurance;Budget_out;Out_general;Out_defense;Out_economy;Out_educ;Out_soc;Budget_in_r;Tax_pi_r;Tax_ndfl_r;Tax_nds_r;Tax_ndpi_r;Insurance_r;Budget_out_r;Out_general_r;Out_defense_r;Out_economy_r;Out_educ_r;Out_soc_r;INDEXDefl
2003m9;28.34;2744;30.61;289.04;109.2;100.3;101.4;;;;;;113;120.41;129.26;54.84;140.5;388;;;;3.39958E+11;37352828000;38139340000;78953932000;32995235000;;3.40658E+11;14173898000;27146326000;30972093000;33733550000;27687845000;7.1438E+11;78492417780;80145176937;1.65912E+11;69335466926;;7.15851E+11;29784720005;57044697167;65084080469;70886945958;58182633379;47.58781683
2003m10;27.94;2753.5;29.86;267.94;102.4;101;100.8;;;;;;119.4;121.01;133.4;75.58;145.3;405.5;;;;3.8004E+11;64512694000;38807993000;74312957000;28433251000;;3.16074E+11;15990629000;29909754000;26741317000;39931904000;25644226000;7.96219E+11;1.3516E+11;81306350710;1.55693E+11;59570302376;;6.62203E+11;33501853331;62663713333;56025543461;83661048670;53727035893;47.73058028
2003m11;28.76;2835.2;29.74;255.61;98.9;101;100.2;;;;;;116.1;115.93;125;89.93;146.2;411.8;;;;3.47969E+11;29854230000;38702196000;78597052000;32182578000;;3.29945E+11;14349750000;29084984000;25588430000;43696802000;28497597000;7.21809E+11;61928104351;80281877392;1.63038E+11;66757911648;;6.8442E+11;29766395429;60332419366;53079344643;90642435396;59113973489;48.20788608
2003m12;30.48;3205.2;29.45;297.53;116;101.1;100.5;;;;;;128;119.06;141.62;100.46;168.7;479.7;;;;4.12176E+11;53374484000;61672484000;78697663000;30661928000;;5.81059E+11;30650043000;53764851000;73757257000;73836687000;41536014000;8.46532E+11;1.09621E+11;1.26664E+11;1.6163E+11;62973814079;;1.19338E+12;62949404532;1.10423E+11;1.51483E+11;1.51647E+11;85307134738;48.68996495
2004m1;29.51;3203.3;28.49;159.48;62.3;101.8;104;;;;;;112.9;118.1;112.45;104.78;137.3;396.5;105.8;89.3;827.5;3.19103E+11;29923594000;33843028000;84542853000;31508849000;;1.93132E+11;9286524000;18431951000;0;26160389000;21536423000;6.48246E+11;60788739238;68750932930;1.71746E+11;64009129570;;3.92341E+11;18865250139;37443866635;0;53143919320;43750493402;49.22555456
2004m2;33.01;3323.5;28.52;177.34;70.3;101;103.4;;;;;;114.7;111.02;122.12;97.34;136.5;397.4;107.1;100.2;821.6;3.05541E+11;20062639000;39005655000;61898803000;37535793000;;3.11394E+11;12893071000;30309846000;20406780000;40235635000;25861175000;6.09721E+11;40035906213;77837553941;1.23522E+11;74904377644;;6.21401E+11;25728708041;60484672619;40722655190;80292034826;51607147836;50.11161454
2004m3;32.36;3409.7;28.49;214.76;85.3;100.8;101.3;;;;;;123.4;119.34;135.79;92.47;148;433.6;109;106.5;911.1;4.20418E+11;90865931000;43895080000;69787967000;33827829000;;3.85102E+11;17828272000;40597840000;23104131000;49449772000;29558046000;8.30656E+11;1.79532E+11;86727349826;1.37886E+11;66836601267;;7.6088E+11;35224876741;80212704291;45648852939;97702240777;58400417441;50.61273069
2004m4;35.12;3474.2;28.88;221.2;88.7;101;102.1;;;;;;119.1;116.72;134.71;76.57;147.5;435.6;107.8;99.8;896.3;5.12426E+11;1.17707E+11;46699782000;85012434000;40276969000;;4.00911E+11;21086494000;48131166000;25275296000;54407153000;38463513000;1.00441E+12;2.30719E+11;91536552524;1.66633E+11;78947154151;;7.85828E+11;41331776786;94342217798;49542275376;1.06644E+11;75392587014;51.01763253
2004m5;36.98;3514.9;28.99;246.42;100.4;100.7;102.1;;;;;;114.6;121.5;130.8;57.12;146.5;435.7;107;99.5;867.7;4.06824E+11;53266983000;40411754000;88837197000;38075256000;;3.1537E+11;13694458000;26002885000;22575122000;43434220000;23882033000;7.89523E+11;1.03375E+11;78427076360;1.72406E+11;73892635537;;6.12038E+11;26576829684;50463789507;43811531094;84292775032;46347852799;51.52780886
2004m6;33.51;3670.9;29.03;285.35;117.9;100.8;102.8;;;;;;118.2;123.08;139.83;48.49;146.8;440.5;108;104.5;896.7;4.60102E+11;71049070000;48737379000;83748806000;46627872000;;4.06441E+11;19314432000;29157922000;30370814000;74692642000;32651490000;8.86713E+11;1.36926E+11;93927123916;1.61401E+11;89861662674;;7.83297E+11;37222950537;56193414768;58530911357;1.43948E+11;62926251067;51.88850352
2004m7;41.6;3626.8;29.1;285.92;120.4;100.9;101.2;;;;;;119.3;129.11;138.99;47.96;152.1;459.8;109.3;103.7;914.1;5.05259E+11;91065859000;58538884000;1.05245E+11;41988281000;;3.77494E+11;19467390000;37041765000;29885229000;43391916000;32101016000;9.66011E+11;1.7411E+11;1.11921E+11;2.01219E+11;80277976524;;7.21736E+11;37219972816;70820664010;57137983621;82961605739;61374377504;52.30361155
2004m8;39.33;3649.8;29.24;303.07;130;100.4;101.8;;;;;;121.8;128.21;143.44;49.78;156.6;475.4;112;100.2;958.9;4.50896E+11;68122545000;45103748000;89900395000;40698448000;;3.76575E+11;16069409000;28888074000;30265032000;30282222000;32523864000;8.54384E+11;1.29083E+11;85465293430;1.70349E+11;77117866135;;7.13557E+11;30449282295;54738859419;57348002222;57380574868;61628172901;52.77434405
2004m9;47.08;3717.5;29.22;306.11;133.7;100.4;103.1;;;;;;120.9;125.77;141.14;55.31;158.4;483.9;111.1;100.7;1000.7;4.75025E+11;68561142000;45842288000;98995374000;54964931000;;3.78917E+11;17058421000;32510724000;32819806000;41426530000;34394067000;8.9652E+11;1.29396E+11;86518648829;1.86835E+11;1.03736E+11;;7.15134E+11;32194543520;61357843067;61941176887;78184740719;64912296798;52.98544143
2004m10;48.78;3787.8;28.77;277.03;124.8;101.1;101.8;;;;;;124.8;127.41;139.45;77.65;164.7;508.6;107.8;97.2;1078.9;4.90337E+11;78976623000;45990848000;96817347000;47271608000;;3.67984E+11;16411970000;36215667000;33559066000;45863484000;32051793000;9.21731E+11;1.4846E+11;86453214873;1.81996E+11;88860776906;;6.91733E+11;30851085175;68077910651;63084054111;86213797082;60250694819;53.19738319
2004m11;44.03;3928.5;28.24;278.41;127.6;101.1;102;;;;;;126.7;121.29;141.68;90;167;521.2;108.1;100.3;1089.8;5.12226E+11;93882250000;48395581000;1.00225E+11;50740421000;;4.06479E+11;20002528000;36867269000;42905820000;51756576000;38740393000;9.52402E+11;1.74559E+11;89983790341;1.86352E+11;94343642761;;7.55782E+11;37191480062;68548750435;79776463708;96233019365;72031522908;53.78255441
2004m12;40.24;4353.9;27.75;329.64;152.1;101.1;100.1;;;;;;136.7;125.05;153.15;104.94;193;609.5;107.6;106.3;1170.6;5.7173E+11;84112774000;78075452000;1.04681E+11;46562555000;;7.49855E+11;39878779000;65843567000;1.07174E+11;92305175000;62293009000;1.05147E+12;1.54693E+11;1.43589E+11;1.9252E+11;85633603999;;1.37907E+12;73341412834;1.21093E+11;1.97104E+11;1.69759E+11;1.14564E+11;54.37416251
2005m1;45.87;4179.9;28.08;169.1;78.9;102.6;100.5;;;;;;116.5;121.93;116.86;102.84;151.5;485.6;101.3;82.8;999.2;6.31463E+11;1.16866E+11;29085392000;2.20301E+11;48309235000;17896728000;2.8794E+11;26189191000;18661926000;12285812000;22618754000;22668486000;1.14869E+12;2.12591E+11;52909198785;4.0075E+11;87879266601;32555914644;5.23792E+11;47640723310;33947885332;22349104641;41145746004;41236213420;54.9722783
2005m2;50.14;4300.6;27.77;185.68;87.7;101.2;101.3;;;;;;121.8;111.93;133.76;99.24;151.4;488.7;102.9;102.3;1033.8;4.58908E+11;82727918000;50637888000;68124332000;36618613000;21510579000;3.43121E+11;62001900000;45071979000;39685575000;51379754000;30986686000;8.13644E+11;1.46677E+11;89781009987;1.20784E+11;64924825843;38138271249;6.08354E+11;1.09929E+11;79912649531;70362551562;91096338911;54939415428;56.40155753
2005m3;53.05;4462.7;27.83;224.85;106.6;101.3;102.5;;;;;;129.8;123.04;143.48;97.85;164.4;536.2;104.9;108.5;1168;6.25899E+11;1.57597E+11;54925514000;63279898000;83284672000;21587000000;4.29807E+11;65394887000;53605276000;55626930000;65403155000;43150122000;1.09656E+12;2.76107E+11;96228234991;1.10865E+11;1.45913E+11;37819926615;7.53012E+11;1.1457E+11;93915208435;97457099662;1.14585E+11;75598019524;57.07837622
2005m4;49.33;4577.5;27.77;234.52;112.1;101.1;102.5;;;;;;124.9;117.77;145.26;75.74;167.7;553.1;107.5;102.8;1152.5;6.23673E+11;1.24127E+11;55584488000;80788218000;74045801000;22050397000;4.92844E+11;53097800000;47561807000;59828127000;63747641000;47163566000;1.07864E+12;2.14677E+11;96133013086;1.39723E+11;1.28062E+11;38136019232;8.52371E+11;91832302247;82257838099;1.03472E+11;1.10251E+11;81569082861;57.82039511
2005m5;49.83;4677.7;28.09;259.38;126;100.8;102.7;;;;;;118.2;123.43;136.78;56.95;167.9;559.4;110.6;102.1;1096.2;5.67441E+11;99727291000;53457466000;78140228000;70024936000;21191461000;4.34126E+11;42011717000;44481924000;44838184000;61166263000;38454848000;9.70708E+11;1.70601E+11;91448409764;1.33673E+11;1.1979E+11;36251725980;7.42649E+11;71868440436;76094164528;76703609997;1.04636E+11;65783789626;58.45641946
2005m6;54.85;4915.4;28.67;306.33;151.1;100.6;100.1;;;;;;125.6;123.78;153.85;48.07;167;561.6;109.6;103.5;1149.2;6.06391E+11;96766118000;60799894000;76280678000;69229279000;23579304000;4.55206E+11;69338682000;35531970000;58780361000;96855058000;37410431000;1.02911E+12;1.64222E+11;1.03183E+11;1.29456E+11;1.17489E+11;40016420580;7.72529E+11;1.17675E+11;60301281817;99756110173;1.64373E+11;63489216687;58.92407081
2005m7;59.7;4974.3;28.63;322.87;161.4;100.5;100.5;;;;;;125.3;130.22;149.26;49.22;171.9;580.6;108.1;102.2;1172.5;6.32879E+11;92806036000;68769650000;77406207000;78328551000;22752308000;4.95286E+11;53344018000;51036376000;59202001000;58465344000;42599373000;1.06765E+12;1.56562E+11;1.16013E+11;1.30583E+11;1.32138E+11;38382630455;8.35537E+11;89990155280;86097215271;99872440483;98629716738;71864181492;59.27761524
2005m8;66.68;5118.2;28.55;338.05;172.4;99.9;102;;;;;;127.8;128.22;154.47;51.24;177.5;600.6;108.5;100.5;1293.4;6.54659E+11;1.17018E+11;57068729000;72653623000;88881170000;21461238000;5.06892E+11;88127181000;41770316000;62260106000;44816678000;41116708000;1.0989E+12;1.96425E+11;95794685305;1.21955E+11;1.49195E+11;36024501973;8.50861E+11;1.47929E+11;70115006001;1.04509E+11;75228582109;69017869728;59.57400332
2005m9;62.56;5274.9;28.5;338.05;174.9;100.3;102.8;;;;;;128.7;127.06;154.82;55.55;180.6;614.9;106.5;98.9;1305.4;6.22794E+11;84240311000;57672569000;78798831000;93490240000;21395093000;6.52937E+11;71799502000;35223134000;68989416000;57679549000;38966190000;1.04646E+12;1.41546E+11;96905186971;1.32403E+11;1.57088E+11;35949421421;1.09711E+12;1.20642E+11;59184191812;1.1592E+11;96916915220;65473517011;59.51442931
2005m10;58.35;5296.5;28.42;314.72;165.4;100.6;100.9;;;;;;132.1;128.71;152.39;76.82;186.3;638.6;108.2;98.9;1401;7.1563E+11;-9.71876E+11;-4.88002E+11;78624113000;-6.42212E+11;-1.93424E+11;3.70432E+11;-5.31305E+11;-3.72945E+11;-4.61497E+11;-5.22132E+11;-3.42516E+11;1.19885E+12;-1.62813E+12;-8.17519E+11;1.31714E+11;-1.07586E+12;-3.24032E+11;6.20562E+11;-8.90063E+11;-6.24772E+11;-7.73117E+11;-8.74696E+11;-5.73797E+11;59.6929726
2005m11;53.41;5417.1;28.73;323.53;171.6;100.7;99.1;;;;;;134.9;123.46;155.25;90.49;187.8;648;110.5;102.4;1444.9;6.92834E+11;1.22759E+12;6.07356E+11;63251732687;8.24507E+11;2.36183E+11;4.63184E+11;6.03833E+11;4.5999E+11;5.92862E+11;6.55699E+11;4.29216E+11;1.15374E+12;2.04424E+12;1.0114E+12;1.0533E+11;1.37301E+12;3.93303E+11;7.71315E+11;1.00553E+12;7.65997E+11;9.87263E+11;1.0919E+12;7.14751E+11;60.05113044
2005m12;58.87;6032.1;28.78;381.12;203.6;100.8;97.9;;;;;;142.6;126.8;162.62;106.06;222;771;109.5;106;1614.6;7.79015E+11;1.05313E+11;99646714684;68124442726;84222277179;31757597928;1.0096E+12;1.47567E+11;1.21774E+11;1.69158E+11;1.34213E+11;84647603964;1.28824E+12;1.74152E+11;1.64783E+11;1.12655E+11;1.39276E+11;52516646763;1.66955E+12;2.44028E+11;2.01374E+11;2.79732E+11;2.21945E+11;1.39979E+11;60.47148835
2006m1;65.43;5822.1;28.12;159.69;83.7;102.4;100.5;;;;;;122;123.12;121.15;117.3;168.7;593.3;107.9;82.1;1424.9;5.79824E+11;52302013704;44326136474;1.24556E+11;88464523707;14039107161;2.8088E+11;23516914185;22472676718;13648607772;24693905660;18338590944;9.5123E+11;85803937977;72719132505;2.0434E+11;1.4513E+11;23031822196;4.60797E+11;38580614841;36867493673;22391189398;40511525267;30085329580;60.95526026
2006m2;60.05;5899.7;28.12;183.01;97.2;101.7;103.2;;;;;;123.4;113.03;134;104.75;167.5;598.4;107;101.7;1484.6;5.71466E+11;52700412088;62354780055;70380061068;97331266372;22963879399;4.22059E+11;58630580129;43845817791;36563696452;62394553390;40479754394;9.15545E+11;84431181106;99898416711;1.12756E+11;1.55934E+11;36790366215;6.76179E+11;93931886547;70245260633;58578594639;99962137459;64852499989;62.4181865
2006m3;64.94;6148.1;27.76;254.38;134.7;100.8;102.1;;;;;;137.6;125.24;156.51;98.99;184;661.5;107.1;108.6;1639.2;8.38246E+11;2.26912E+11;69989076263;74377934001;84257142185;25781098464;5.71283E+11;77391287048;73174864773;60995597919;79947106384;58419995737;1.3205E+12;3.57458E+11;1.10255E+11;1.17169E+11;1.32732E+11;40613397157;8.99951E+11;1.21916E+11;1.15274E+11;96087389239;1.25942E+11;92029999889;63.47929567
2006m4;72;6333.4;27.27;268.62;143.1;100.4;100.6;;;;;;130.2;122.1;151.19;80.08;187.8;677.3;105.6;101.1;1605.7;7.04359E+11;64863057001;69608755759;79145630340;93893083761;24842787159;5.69076E+11;49923133021;58372471913;62552604863;73332830357;46815132734;1.10078E+12;1.01369E+11;1.08786E+11;1.2369E+11;1.46737E+11;38824662309;8.89361E+11;78020584752;91225332155;97758103584;1.14606E+11;73163357548;63.98713004
2006m5;69;6663.4;26.98;293.87;158.7;100.5;101.8;;;;;;131.1;127.36;157.54;60.46;189.9;687.6;107.5;103.9;1584.8;8.66325E+11;2.42483E+11;71845278009;57539296381;1.03517E+11;25887546769;5.22158E+11;54573459525;55289031001;70706846475;78711938490;49128240268;1.34851E+12;3.77446E+11;1.11833E+11;89564973648;1.61133E+11;40296242568;8.12784E+11;84948387827;86062237742;1.10061E+11;1.22522E+11;76472425311;64.24307856
2006m6;73.28;7057.2;27.08;358.53;195.4;100.3;100.8;;;;;;131.7;127.1;162.73;50.49;192.7;698.8;110;105.8;1583.2;1.8243E+12;1.18254E+11;82499774887;61482670185;1.03446E+11;5.56089E+11;1.61638E+12;77779141655;59190409165;77054158191;1.34846E+11;8.12837E+11;2.82556E+12;1.83157E+11;1.27779E+11;95227046442;1.60222E+11;8.61295E+11;2.50353E+12;1.20468E+11;91676692399;1.19345E+11;2.08856E+11;1.25896E+12;64.56429395
2006m7;75.16;7199.6;26.87;377.53;209.2;100.7;101.7;;;;;;133.4;133.58;161.76;51.24;198.7;724;108.3;100.6;1625.4;3.33414E+11;1.18068E+11;93385935424;75181573103;98970674913;44254952133;81727144552;70285744471;48435294210;69395199305;77053390479;46663697965;5.14862E+11;1.82322E+11;1.44208E+11;1.16096E+11;1.52832E+11;68338986891;1.26204E+11;1.08536E+11;74794317395;1.07161E+11;1.18987E+11;72058598865;64.75798683
2006m8;69.64;7417.4;26.74;388.1;219.6;100.2;102.2;;;;;;138.2;133.45;170.49;53.96;204.9;750.1;107.5;99.6;1729.6;9.97384E+11;2.01336E+11;73592194895;79177289283;1.11234E+11;1.4079E+11;6.74211E+11;75188788478;46611400736;74236261322;48405110324;2.612E+11;1.52947E+12;3.08745E+11;1.12852E+11;1.21417E+11;1.70575E+11;2.15899E+11;1.03389E+12;1.153E+11;71477498416;1.1384E+11;74228110332;4.00545E+11;65.21129274
2006m9;61.37;7727.1;26.78;408.67;236;100.1;101.4;;;;;;137.4;129.45;169.64;57.52;206.5;758.4;107.9;99.2;1737.3;8.96859E+11;85559343809;73087179904;80602400820;1.10716E+11;1.74912E+11;7.43375E+11;74349760273;39837030035;88548743355;85161240176;2.45894E+11;1.37257E+12;1.30941E+11;1.11854E+11;1.23355E+11;1.69442E+11;2.67688E+11;1.13767E+12;1.13786E+11;60967224133;1.35516E+11;1.30332E+11;3.7632E+11;65.34171533
2006m10;56.97;7743.4;26.75;399.68;235.4;100.3;97.2;;;;;;143.5;131.39;172.02;78.17;215;791.9;110.8;101.6;1713.1;9.01162E+11;1.84887E+11;77920780508;70978455167;90074394749;47029238765;6.08097E+11;58134248806;50543796304;72255871487;75771143168;1.17871E+11;1.37778E+12;2.82672E+11;1.19132E+11;1.08518E+11;1.37714E+11;71902392329;9.29711E+11;88880697948;77275753703;1.10471E+11;1.15846E+11;1.80212E+11;65.40705704
2006m11;64.42;7974.4;26.31;400.88;239.7;100.6;97.5;;;;;;144.7;128.5;171.67;90.13;215.2;797.2;109.1;100.8;1769.7;9.52986E+11;1.98164E+11;80024809216;66416474819;87211714688;1.18755E+11;7.50381E+11;81929776911;51482135853;79626296363;96164516046;1.92245E+11;1.45265E+12;3.02065E+11;1.21983E+11;1.0124E+11;1.32938E+11;1.8102E+11;1.14382E+12;1.24887E+11;78474944021;1.21375E+11;1.46585E+11;2.93042E+11;65.60327821
2006m12;60.13;8970.7;26.33;488.67;294.1;100.8;101;;;;;;150.8;132.48;178.2;97.43;256.3;954.9;105.6;102.5;1961.6;1.17651E+12;1.25039E+11;1.31696E+11;84509061165;93171842073;2.64801E+11;1.54438E+12;1.22576E+11;1.34082E+11;2.43957E+11;1.96801E+11;3.68343E+11;1.78268E+12;1.89462E+11;1.99548E+11;1.2805E+11;1.41176E+11;4.01233E+11;2.34008E+12;1.85731E+11;2.03164E+11;3.6965E+11;2.98197E+11;5.58122E+11;65.99689788
2007m1;57.21;8674.9;26.53;197.91;125.7;101.7;101.7;;;;;;134.1;130.49;146.48;96.65;193.5;727.6;112.2;87.2;1667.5;7.00439E+11;84491007301;63805373986;82858504195;83663417573;84891615596;3.29277E+11;30117818343;20447469776;19339302567;32756874156;1.17001E+11;1.0529E+12;1.27007E+11;95912056719;1.24553E+11;1.25763E+11;1.27609E+11;4.94969E+11;45273018881;30736578417;29070784619;49240040074;1.75876E+11;66.52487306
